index,title,company,industry,location,salary,education,department,experience,language,skills,additional,relevance_score,summary,link
543,品管工程師(台中市北屯區),10 / 28品管工程師(台中市北屯區)華盛營建工程股份有限公司,N/A,台中市,"月薪 48,000元",大學,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130341919
544,軟體工程師(臺中市西區)(F),10 / 26軟體工程師(臺中市西區)(F)鼎漢國際工程顧問股份有限公司,軟體工程師(臺中市西區)(F)鼎漢國際工程顧問股份有限公司｜其他專業,台中市,"月薪 38,000元",大學,N/A,不拘,N/A,Python,需,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132056731
545,(S)APP整合開發主任工程師,10 / 26(S)APP整合開發主任工程師正崴精密工業股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,碩士,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132071605
546,光學設計工程師-波動光學,10 / 29光學設計工程師-波動光學瑞儀光電股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,博士,N/A,不拘,N/A,N/A,N/A,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132168237
547,【B-H】系統工程師(Infra)(湖口廠),10 / 29【B-H】系統工程師(Infra)(湖口廠)白金科技股份有限公司,N/A,新竹縣,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132150963
548,營造現場工程師(台南安南),10 / 28營造現場工程師(台南安南)建鑫營造有限公司,N/A,台南市,"月薪 35,000元",不拘,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132042215
549,軟體開發工程師(資訊專員),10 / 27軟體開發工程師(資訊專員)連宜股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,SQL,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98603062
550,[馬修嚴選] 軟體開發工程師,10 / 29[馬修嚴選] 軟體開發工程師馬修嚴選｜食品什貨零售具備基本網路應用程式開發知識（HTTP GET/POST、RESTful 等）,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"Java, SQL, PHP",N/A,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98754528
551,工程師/產品維修人員-中區,10 / 27工程師/產品維修人員-中區德業聚股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,高中職,N/A,不拘,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98758670
552,繪圖工程師(南林科技園區),10 / 27繪圖工程師(南林科技園區)璉嶸營造有限公司,N/A,新北市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/70696882
553,【急徵】工地監工/現場工程師,10 / 26【急徵】工地監工/現場工程師冠君營造有限公司,N/A,新北市,面議（經常性薪資達4萬元,高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/54716785
554,智慧機械軟體開發工程師,10 / 29智慧機械軟體開發工程師上銀科技股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,碩士,N/A,N/A,N/A,"Java, JavaScript",N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91142238
555,食品工程設計工程師(台南),10 / 28食品工程設計工程師(台南)大成長城企業股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132141245
556,助理工程師/繪圖設計專員,10 / 27助理工程師/繪圖設計專員亞斯特設計顧問有限公司,N/A,新北市,"月薪 36,000元",不拘,N/A,不拘,N/A,N/A,需,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/79784277
557,台南機械設備維修工程師,10 / 30台南機械設備維修工程師鴻池實業股份有限公司,N/A,台南市,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130341328
558,針劑部-技轉服務/(副)工程師,10 / 22針劑部-技轉服務/(副)工程師台耀化學股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,1,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132097599
559,維修工程師(工作地點：台南),10 / 28維修工程師 (工作地點：台南)慶鴻機電工業股份有限公司,N/A,台南市,"月薪 30,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130454931
560,技術架構工程師(資訊本部),10 / 26技術架構工程師 (資訊本部)東南旅行社股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,4,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131924330
561,【急徵】工地監工/現場工程師,10 / 26【急徵】工地監工/現場工程師冠君營造有限公司,N/A,新北市,面議（經常性薪資達4萬元,高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/54716785
562,滾珠部-助理工程師(二林廠),10 / 27滾珠部-助理工程師(二林廠)天工精密股份有限公司,N/A,彰化縣,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131977232
563,廢水現場操作助理工程師,5.無經驗公司,N/A,新竹縣,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91577340
564,廢水現場操作助理工程師,5.無經驗公司,N/A,桃園市,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98638685
565,【資深iOS 開發工程師】Senior iOS Developer,10 / 28【資深iOS 開發工程師】Senior iOS Developer智鈦星平台服務有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130331864
566,助理工程師/繪圖設計專員,10 / 27助理工程師/繪圖設計專員亞斯特設計顧問有限公司,N/A,新北市,"月薪 36,000元",不拘,N/A,不拘,N/A,N/A,需,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/79784277
567,台南機械設備維修工程師,10 / 30台南機械設備維修工程師鴻池實業股份有限公司,N/A,台南市,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130341328
568,針劑部-技轉服務/(副)工程師,10 / 22針劑部-技轉服務/(副)工程師台耀化學股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,1,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132097599
569,製造工程師(保障年薪55萬),10 / 30製造工程師(保障年薪55萬)維明化工實業股份有限公司,製造工程師(保障年薪55萬)維明化工實業,桃園市,"月薪 30,000元",不拘,N/A,不拘,N/A,N/A,需,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97509229
570,維修工程師(工作地點：台南),10 / 28維修工程師 (工作地點：台南)慶鴻機電工業股份有限公司,N/A,台南市,"月薪 30,000元",高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130454931
571,MIS工程師(保障年薪16個月),09 / 26MIS工程師(保障年薪16個月)元鴻應用材料股份有限公司,N/A,台北市,"月薪 43,000元",大學,N/A,N/A,N/A,N/A,N/A,1,09 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132142578
572,電子產品研發工程師/高工,10 / 29電子產品研發工程師/高工晶碩光學股份有限公司,N/A,桃園市,"月薪 39,000元",大學,N/A,N/A,N/A,N/A,N/A,2,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132167830
573,海外機電工程師(派駐美國),10 / 28海外機電工程師(派駐美國)聖暉工程科技股份有限公司,N/A,,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132115728
574,工程-SMA / MSAP PE工程師(印度/泰國),10 / 27工程-SMA / MSAP PE工程師(印度/泰國)臻鼎科技股份有限公司,製造業,,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132068828
575,自動化工程師(機電/電控)_台南,10 / 28自動化工程師(機電/電控)_台南GARMIN 台灣國際航電股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,0,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97505564
576,B-數位科技處-研發工程師,10 / 28B-數位科技處-研發工程師永豐金融控股股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131953324
577,電控配線工程師（無經驗可）,10 / 21電控配線工程師（無經驗可）喬鼎有限公司,N/A,台中市,"月薪 28,590元",不拘,N/A,無經驗可,N/A,N/A,需,1,10 / 21 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103914095
578,資深Python 後端工程師｜ Senior Python Backend Engineer,Senior Python Backend Engineer杰倫智能科技股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,Python,N/A,3,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132110028
579,資訊工程師(榮興自動化科技),10 / 30資訊工程師(榮興自動化科技)榮興工業股份有限公司,資訊工程師(榮興自動化科技)榮興工業,台南市,"月薪 35,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130435172
580,KH320-凸塊整合工程師-湖口區,10 / 28KH320-凸塊整合工程師-湖口區頎邦科技股份有限公司,N/A,新竹縣,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132163627
581,嵌入式系統軟體工程師/ Firmware Engineer,10 / 28嵌入式系統軟體工程師 / Firmware Engineer安德森生技股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132058542
582,售服助理工程師-Assistant Customer Service Engineer,10 / 27售服助理工程師-Assistant Customer Service Engineer怡利電子工業股份有限公司,電子工業,彰化縣,"月薪 32,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131938400
583,[Server]高級運維網路工程師(桃園),10 / 29[Server]高級運維網路工程師(桃園)Inventec_英業達股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130444534
584,[設計規劃部]機電設計工程師,10 / 23[設計規劃部]機電設計工程師宇軒綠能股份有限公司,N/A,台南市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 23 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132086761
585,機電品管工程師-桃園平鎮,10 / 27機電品管工程師-桃園平鎮辰洸科技股份有限公司,N/A,桃園市,"月薪 65,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131304263
586,滾珠部-助理工程師(二林廠),10 / 27滾珠部-助理工程師(二林廠)天工精密股份有限公司,N/A,彰化縣,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131977232
587,廢水現場操作助理工程師,5.無經驗公司,N/A,新竹縣,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91577340
588,廢水現場操作助理工程師,5.無經驗公司,N/A,桃園市,"月薪 40,000元",高中職,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98638685
589,【資深iOS 開發工程師】Senior iOS Developer,10 / 28【資深iOS 開發工程師】Senior iOS Developer智鈦星平台服務有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130331864
590,研發部-自動化工程師(二林廠),10 / 28研發部-自動化工程師(二林廠)天工精密股份有限公司,N/A,彰化縣,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130455567
591,軟體工程師(臺北市信義區)(A),10 / 26軟體工程師(臺北市信義區)(A)鼎漢國際工程顧問股份有限公司,軟體工程師(臺北市信義區)(A)鼎漢國際工程顧問股份有限公司｜其他專業,台北市,"月薪 38,000元",大學,N/A,不拘,N/A,Python,需,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112937735
592,生產排程系統工程師(楊梅廠),10 / 28生產排程系統工程師(楊梅廠)華新科技股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,需,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/112961154
593,PA1466 AI/AOI軟體開發工程師(內湖),10 / 28PA1466 AI/AOI軟體開發工程師(內湖)仁寶電腦工業股份有限公司,軟體開發工程師(內湖)仁寶電腦工業,台北市,"月薪 35,000元",大學,N/A,不拘,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92259668
594,自動化專案技術工程師(竹科),10 / 27自動化專案技術工程師(竹科)恩嘉系統科技股份有限公司,N/A,新竹縣,面議（經常性薪資達4萬元,高中職,N/A,不拘,N/A,SQL,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/97514805
595,(c)自動化機構高級工程師11409015,10 / 26(c)自動化機構高級工程師11409015正崴精密工業股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132152408
596,資深後端開發工程師(土城)_S,10 / 22資深後端開發工程師(土城)_S鴻海精密工業股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,2,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132018417
597,資訊室軟體工程師(台中/苗栗),10 / 26資訊室軟體工程師(台中/苗栗)大千綜合醫院｜醫院3.程式開發：負責編寫程式，熟悉Del,N/A,苗栗縣,"月薪 35,000元",大學,N/A,不拘,N/A,"SQL, C#",N/A,2,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/92149663
598,自動化專案技術工程師(南科),10 / 30自動化專案技術工程師(南科)恩嘉系統科技股份有限公司,N/A,台南市,"月薪 37,000元",專科,N/A,不拘,N/A,SQL,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98573649
599,"PD0757 後端工程師(SQL, Dashboard, BI reporting)(內湖)","10 / 27PD0757 後端工程師 (SQL, Dashboard, BI reporting)(內湖)仁寶電腦工業股份有限公司",N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,"SQL, ETL",需,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131302681
600,資訊開發高級工程師(總公司),10 / 27資訊開發高級工程師(總公司)新光三越百貨股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,需,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132146479
601,上市櫃集團-【現場工程師】台北,10 / 26上市櫃集團-【現場工程師】台北金駿營造股份有限公司,建築工程1.負責工地現場工作施工業,高雄市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132149601
602,"PD0757 後端工程師(SQL, Dashboard, BI reporting)(內湖)","10 / 27PD0757 後端工程師 (SQL, Dashboard, BI reporting)(內湖)仁寶電腦工業股份有限公司",N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,"SQL, ETL",需,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131302681
603,S560-機電系統整合工程師(新竹),10 / 28S560-機電系統整合工程師(新竹)和淞科技股份有限公司,N/A,新竹市,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131985052
604,智慧醫療 數據庫管理工程師,10 / 22智慧醫療 數據庫管理工程師鴻海精密工業股份有限公司,醫療 數據庫管理工程師鴻海精密工業,新北市,面議（經常性薪資達4萬元,大學,N/A,不拘,N/A,N/A,需,2,10 / 22 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132132860
605,【新竹】科技廠現場工程師/監工,10 / 30【新竹】科技廠現場工程師/監工中昕實業有限公司,N/A,新竹市,"月薪 38,000元",高中職,N/A,不拘,N/A,N/A,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76958706
606,I186 Python後端工程師(可遠端工作),10 / 30I186 Python後端工程師(可遠端工作)台灣大哥大股份有限公司,N/A,台北市,"月薪 36,000元",國中,N/A,N/A,N/A,Python,N/A,3,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/103720646
607,Senior Go Backend Engineer（資深 Go 後端工程師）,10 / 26Senior Go Backend Engineer（資深 Go 後端工程師）洛芙瀾科技有限公司,N/A,新北市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,"Kafka, Docker, Kubernetes, Redis",N/A,3,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132106721
608,【環安衛特氣廠務工程師(二林)】,10 / 28【環安衛特氣廠務工程師(二林)】合晶科技股份有限公司,N/A,彰化縣,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,2,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132093186
609,[台北辦公室]機電設計工程師,10 / 27[台北辦公室]機電設計工程師宇軒綠能股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132089899
610,機構設計助理工程師（應屆可）,10 / 29機構設計助理工程師（應屆可）淯群機械有限公司,N/A,新北市,"月薪 36,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 29 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/76822838
611,屏東工程內業工程師4.5萬起,10 / 27屏東工程內業工程師 4.5萬起騰日工程有限公司,N/A,屏東縣,"月薪 45,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113049860
612,【資訊】WebForm(C#)、.NET API、MSSQL系統工程師,10 / 27【資訊】WebForm(C#)、.NET API、MSSQL系統工程師群益金鼎證券股份有限公司,N/A,台北市,"月薪 35,000元",專科,N/A,不拘,N/A,"SQL, C#",N/A,4,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98747672
613,測量工程師(台北捷運北環線),10 / 26測量工程師(台北捷運北環線)工信工程股份有限公司,N/A,新北市,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113060032
614,PC-Based/自動化軟體工程師-后科廠,10 / 30PC-Based/自動化軟體工程師-后科廠旭東機械工業股份有限公司,軟體工程師-后科廠旭東機械工業,台中市,"月薪 37,000元",專科,N/A,不拘,N/A,SQL,N/A,2,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/77179013
615,智慧發展課-全端工程師(高雄),10 / 26智慧發展課-全端工程師(高雄)億威電子系統股份有限公司,N/A,高雄市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130250177
616,測量/土木營造工程師(在建案),10 / 28測量/土木營造工程師 (在建案)武恩德營造股份有限公司,建築╱工程技術服務1、管制施工作業,台中市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131920881
617,測量/土木營造工程師(新專案),10 / 26測量/土木營造工程師 (新專案)武恩德營造股份有限公司,建築╱工程技術服務1、管制施工作業,台中市,面議（經常性薪資達4萬元,高中職,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132014375
618,資訊安全與風險管理工程師,12 / 17資訊安全與風險管理工程師聯發科技股份有限公司,N/A,台北市,面議（經常性薪資達4萬元,碩士,N/A,N/A,N/A,N/A,N/A,2,12 / 17 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98737385
619,內業行政工程師(台中北屯區),10 / 27內業行政工程師(台中北屯區)恩典聯合建築師事務所｜建築工程負責一般文書資料處理、報表製作等工作。,N/A,台中市,"月薪 33,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132065815
620,水電繪圖工程師【彰化二林鎮】,10 / 30水電繪圖工程師【彰化二林鎮】中源機電顧問股份有限公司,N/A,彰化縣,"月薪 38,400元",高中職,N/A,不拘,N/A,N/A,需,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/59056988
621,防災資訊整合工程師(大學畢),10 / 28防災資訊整合工程師(大學畢)多采工程顧問有限公司,N/A,台北市,"月薪 34,000元",大學,N/A,不拘,N/A,N/A,N/A,3,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/85128288
622,【湖口】機構設計助理工程師_F11,10 / 28【湖口】機構設計助理工程師_F11辛耘企業股份有限公司,N/A,新竹縣,"月薪 32,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113077107
623,【雲林斗六廠】研發助理(工程師),10 / 30【雲林斗六廠】研發助理(工程師)宇榮高爾夫科技股份有限公司,N/A,雲林縣,面議（經常性薪資達4萬元,專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/75977106
624,S560-機電系統整合工程師(高雄),10 / 28S560-機電系統整合工程師(高雄)和淞科技股份有限公司,N/A,高雄市,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 28 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131985050
625,消防監造工程師(消防防災部),10 / 27消防監造工程師(消防防災部)全聯工程科技股份有限公司,N/A,台北市,"月薪 38,000元",專科,N/A,N/A,N/A,N/A,N/A,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98981190
626,科技金融_軟體開發工程師(ETL),10 / 21科技金融_軟體開發工程師(ETL)中國信託商業銀行股份有限公司,金融_軟體開發工程師(ETL)中國信託商業,台北市,面議（經常性薪資達4萬元,專科,N/A,N/A,N/A,"SQL, Linux, ETL",N/A,4,10 / 21 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113125326
627,產業應用開發課-全端工程師,10 / 26產業應用開發課-全端工程師億威電子系統股份有限公司,N/A,台中市,面議（經常性薪資達4萬元,大學,N/A,N/A,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131964318
628,CAD繪圖工程師楠梓台積電內,10 / 27CAD繪圖工程師 楠梓台積電內若可設計有限公司,N/A,高雄市,"月薪 34,000元",不拘,N/A,不拘,N/A,N/A,可配合 | 需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/113095335
629,產品估價工程師-(鹿港彰濱廠),10 / 30產品估價工程師-(鹿港彰濱廠)世鴻工業股份有限公司,N/A,彰化縣,"月薪 30,000元",專科,者佳。,不拘,N/A,N/A,需 | 可配合 | 願意,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/98757904
630,內業工程師（高雄市路竹、岡山）,10 / 30內業工程師（高雄市路竹、岡山）威勝營造有限公司,N/A,高雄市,"月薪 36,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132067893
631,PA0406 車用電子嵌入式系統工程師,10 / 30PA0406 車用電子嵌入式系統工程師仁寶電腦工業股份有限公司,電子嵌入式系統工程師仁寶電腦工業,台北市,面議（經常性薪資達4萬元,碩士,N/A,N/A,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132168985
632,56100_工程品質管理工程師(嘉義),10 / 3056100_工程品質管理工程師(嘉義)台灣矽科宏晟科技股份有限公司,N/A,嘉義縣,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132076226
633,36100_工程品質管理工程師(竹北),10 / 3036100_工程品質管理工程師(竹北)台灣矽科宏晟科技股份有限公司,N/A,新竹縣,"月薪 35,000元",專科,N/A,不拘,N/A,N/A,N/A,1,10 / 30 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/132155188
634,影像處理演算法工程師/V622(林口),10 / 27影像處理演算法工程師/V622(林口)致茂電子股份有限公司,N/A,桃園市,面議（經常性薪資達4萬元,碩士,N/A,不拘,N/A,N/A,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/130358017
635,資安人員(資訊安全工程師Infosec Engineer),10 / 27資安人員(資訊安全工程師Infosec Engineer)財團法人國際合作發展基金會｜協會╱基金會9.SQL資料庫維運。,N/A,台北市,"月薪 36,000元",大學,N/A,不拘,N/A,SQL,N/A,2,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/131977447
636,AI應用開發工程師(台北總公司),10 / 26AI應用開發工程師(台北總公司)東和鋼鐵企業股份有限公司,N/A,台北市,"月薪 48,000元",大學,N/A,不拘,N/A,N/A,N/A,1,10 / 26 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/99094587
637,【樹林廠】三次元量床操作工程師,10 / 27【樹林廠】三次元量床操作工程師精展精密科技股份有限公司,N/A,新北市,"月薪 36,000元",專科,N/A,N/A,N/A,N/A,需,1,10 / 27 ｜ 1 ~ 5 人應徵,https://www.1111.com.tw/job/91689027
